[2019-07-25 09:55:48,176][DEBUG|dayStoreAppParse.py:61] >>  Hello Parser! 
[2019-07-25 09:55:59,137][DEBUG|dayStoreAppParse.py:23] >> FaceApp, io.faceapp, 사진, FaceApp Inc, 100000000.0, 1989406.0, 4.5, 100, 9, 3, 1, 11, 2019년 7월 23일, http://www.faceapp.com, FaceApp+Inc, 
[2019-07-25 09:56:10,089][DEBUG|dayStoreAppParse.py:23] >> Instagram, com.instagram.android, 소셜, Instagram, 1000000000.0, 85383585.0, 4.5, 100, 20, 7, 2, 5, 2019년 7월 23일, http://help.instagram.com/, Instagram, 
[2019-07-25 09:56:26,238][DEBUG|dayStoreAppParse.py:23] >> 호갱노노 - 아파트 실거래가 1등 앱, com.hogangnono.hogangnono, 부동산/홈 인테리어, 호갱노노, 1000000.0, 2334.0, 4.5, 100, 17, 4, 2, 8, 2019년 6월 28일, https://hogangnono.com, %ED%98%B8%EA%B0%B1%EB%85%B8%EB%85%B8, 
[2019-07-25 09:56:37,896][DEBUG|dayStoreAppParse.py:23] >> Wish - 쇼핑은 즐겁다, com.contextlogic.wish, 쇼핑, Wish Inc., 100000000.0, 8113186.0, 4.5, 100, 27, 8, 2, 7, 2019년 7월 17일, http://www.wish.com, Wish+Inc., 
[2019-07-25 09:56:50,772][DEBUG|dayStoreAppParse.py:23] >> 토스, viva.republica.toss, 금융, Viva Republica, 10000000.0, 110462.0, 4.6, 100, 12, 4, 2, 7, 2019년 7월 24일, https://toss.im, , 4939974231902229320
[2019-07-25 09:57:05,317][DEBUG|dayStoreAppParse.py:23] >> 네이버 - NAVER, com.nhn.android.search, 도서/참고자료, NAVER Corp., 50000000.0, 464651.0, 3.9, 100, 20, 13, 8, 28, 2019년 7월 15일, http://www.navercorp.com, , 6225315284672069550
[2019-07-25 09:57:20,139][DEBUG|dayStoreAppParse.py:23] >> 카카오톡 KakaoTalk, com.kakao.talk, 커뮤니케이션, Kakao Corporation, 100000000.0, 2792500.0, 4.2, 100, 23, 12, 4, 13, 2019년 7월 16일, http://www.kakao.com/talk, Kakao+Corporation, 
[2019-07-25 09:57:32,327][DEBUG|dayStoreAppParse.py:23] >> Samsung Smart Switch Mobile, com.sec.android.easyMover, 도구, Samsung Electronics Co.,  Ltd., 100000000.0, 178168.0, 4.3, 100, 19, 8, 4, 11, 2019년 7월 16일, http://www.samsung.com/us/smartswitch, , 5200379633052405703
[2019-07-25 09:57:55,790][DEBUG|dayStoreAppParse.py:23] >> 쿠팡 (Coupang), com.coupang.mobile, 쇼핑, 쿠팡, 10000000.0, 521353.0, 4.6, 100, 22, 5, 1, 3, 2019년 7월 19일, http://www.coupang.com, %EC%BF%A0%ED%8C%A1, 
[2019-07-25 09:58:11,125][DEBUG|dayStoreAppParse.py:23] >> 배달요기요, com.fineapp.yogiyo, 식음료, yogiyo.co.kr, 10000000.0, 105419.0, 4.3, 100, 15, 6, 2, 14, 2019년 7월 22일, http://www.yogiyo.co.kr, yogiyo.co.kr, 
[2019-07-25 09:58:30,057][DEBUG|dayStoreAppParse.py:23] >> 당근마켓 - 우리 동네 중고 직거래 벼룩장터, com.towneers.www, 쇼핑, 당근마켓, 5000000.0, 26650.0, 4.6, 100, 20, 5, 1, 5, 2019년 7월 24일, https://www.daangn.com/, %EB%8B%B9%EA%B7%BC%EB%A7%88%EC%BC%93, 
[2019-07-25 09:58:42,271][DEBUG|dayStoreAppParse.py:23] >> Netflix(넷플릭스), com.netflix.mediaclient, 엔터테인먼트, Netflix, Inc., 500000000.0, 6878448.0, 4.5, 100, 16, 6, 3, 8, 2019년 7월 22일, http://www.netflix.com, Netflix,+Inc., 
[2019-07-25 09:58:54,403][DEBUG|dayStoreAppParse.py:23] >> 배달의민족, com.sampleapp, 식음료, WoowaBrothers, 10000000.0, 170255.0, 4.3, 100, 21, 6, 2, 15, 2019년 7월 24일, http://www.baemin.com, WoowaBrothers, 
[2019-07-25 09:59:33,504][DEBUG|dayStoreAppParse.py:23] >> 카카오뱅크 - 같지만 다른 은행, com.kakaobank.channel, 금융, 카카오뱅크, 10000000.0, 20465.0, 4.0, 100, 18, 8, 4, 27, 2019년 7월 23일, https://kakaobank.com, %EC%B9%B4%EC%B9%B4%EC%98%A4%EB%B1%85%ED%81%AC, 
[2019-07-25 09:59:42,985][DEBUG|dayStoreAppParse.py:23] >> 실시간 날씨 - 일기 예보 2019, com.jndwork.weather.forecast.channel.dailyforecast.liveradarmaps, 날씨, JonDev., 5000000.0, 68726.0, 4.6, 100, 16, 5, 1, 3, 2019년 6월 4일, http://www.jondevmobile.com, , 6915261801345011098
