[2019-09-03 00:30:12,100][DEBUG|dayStoreAppParse.py:66] >>  Hello Parser! 
[2019-09-03 00:30:23,528][DEBUG|dayStoreAppParse.py:27] >> OBD Info-san!, ph.jpn.ganchi.obdinfosan, 지도/내비게이션, ganchi, 5000.0, 117.0, 0, 0, 0, 0, 0, 0, 2019년 8월 21일, https://ganchi.rdy.jp/, ganchi, 
[2019-09-03 00:30:33,506][DEBUG|dayStoreAppParse.py:27] >> パブロフ危険物乙４類, com.pubrof.pubrofotsu4, 교육, willsi Co., Ltd., 1000.0, 49.0, 0, 0, 0, 0, 0, 0, 2014년 11월 6일, http://www.willsi.co.jp/, willsi+Co.,+Ltd., 
[2019-09-03 00:30:43,638][DEBUG|dayStoreAppParse.py:27] >> PCM Recorder Pro, com.kohei.pcmrecorder.pro, 생산성, Kohei YASUI, 10000.0, 518.0, 3.6, 100, 28, 20, 12, 42, 2017년 6월 25일, http://www.ko-yasui.com/home/, Kohei+YASUI, 
[2019-09-03 00:30:53,828][DEBUG|dayStoreAppParse.py:27] >> ⌚ Watch Face - Ksana Sweep for Android Wear OS, com.appglobe.watch.face.ksana, 맞춤 설정, appglobe.com, 50000.0, 917.0, 0, 0, 0, 0, 0, 0, 2019년 4월 10일, https://appglobe.com, appglobe.com, 
[2019-09-03 00:31:03,953][DEBUG|dayStoreAppParse.py:27] >> SuguSumu, asia.uniuni.simplear, 도구, UNI-UNI, 100.0, 8.0, 0, 0, 0, 0, 0, 0, 2017년 3월 31일, https://plus.google.com/116288003669370918010/posts, , 6756008923632380582
[2019-09-03 00:31:14,130][DEBUG|dayStoreAppParse.py:27] >> 무음모드 ᴾᴿᴼ (기본 카메라 무음), com.kmshack.mute, 사진, MIN Studio, 50000.0, 681.0, 4.0, 100, 21, 9, 13, 23, 2019년 3월 6일, mailto:kmshack@naver.com, , 7856146117568341459
[2019-09-03 00:31:24,399][DEBUG|dayStoreAppParse.py:27] >> Fast Cache Cleaner Pro - 빠른 캐시 클리너, jp.snowlife01.android.pro_cache_delete, 도구, HDM Dev Team, 1000.0, 90.0, 0, 0, 0, 0, 0, 0, 2019년 4월 7일, mailto:ifeeqp2002@gmail.com, , 8144560920157160997
[2019-09-03 00:31:34,735][DEBUG|dayStoreAppParse.py:27] >> aniPet 수족관 라이브 배경화면, com.anifree.anipet.aquarium, 맞춤 설정, aniFree, 100000.0, 9745.0, 4.2, 100, 26, 17, 6, 13, 2015년 8월 11일, http://www.anifree.com, aniFree, 
[2019-09-03 00:31:45,004][DEBUG|dayStoreAppParse.py:27] >> Puffin Browser Pro, com.cloudmosa.puffin, 커뮤니케이션, CloudMosa, Inc., 100000.0, 19974.0, 4.0, 100, 19, 13, 8, 24, 2019년 8월 27일, http://www.puffinbrowser.com/, CloudMosa,+Inc., 
[2019-09-03 00:31:55,269][DEBUG|dayStoreAppParse.py:27] >> TwomonUSB(투몬USB) - USB모니터, com.devguru.eltwomonusb, 생산성, easynlight, 10000.0, 1011.0, 2.8, 65, 41, 41, 21, 100, 2018년 11월 12일, http://www.easynlight.com, easynlight, 
[2019-09-03 00:32:05,593][DEBUG|dayStoreAppParse.py:27] >> KWGT Kustom Widget Pro Key, org.kustom.widget.pro, 도구, Kustom Industries, 100000.0, 2006.0, 4.3, 100, 13, 6, 4, 16, 2019년 7월 26일, http://help.kustom.rocks, , 5300483087872269403
[2019-09-03 00:32:15,796][DEBUG|dayStoreAppParse.py:27] >> Pulsar 음악 플레이어  프로, com.rhmsoft.pulsar.pro, 음악/오디오, Rhythm Software, 50000.0, 6777.0, 4.6, 100, 18, 4, 1, 4, 2019년 7월 14일, http://rhmsoft.com/pulsar, , 7810508122505278882
[2019-09-03 00:32:26,155][DEBUG|dayStoreAppParse.py:27] >> MyScript Nebo 네보, com.myscript.nebo, 생산성, MyScript, 10000.0, 562.0, 4.0, 100, 33, 14, 10, 19, 2019년 8월 28일, https://www.nebo.app/, , 6917812355675763032
[2019-09-03 00:32:36,327][DEBUG|dayStoreAppParse.py:27] >> Perfect Viewer Donation, com.rookiestudio.perfectviewer.donate, 만화, Rookie001, 10000.0, 1326.0, 4.7, 100, 8, 3, 1, 4, 2018년 8월 10일, http://sites.google.com/site/rookiestudio/, Rookie001, 
[2019-09-03 00:32:46,565][DEBUG|dayStoreAppParse.py:27] >> LineX White Icon Pack, com.jndapp.linex.white.iconpack, 맞춤 설정, JustNewDesigns, 1000.0, 88.0, 0, 0, 0, 0, 0, 0, 2019년 8월 21일, mailto:samiramaknojiya@gmail.com, , 6871333323804023406
[2019-09-03 00:32:56,620][DEBUG|dayStoreAppParse.py:27] >> Pocketbook Appendix+, jp.co.technosquare.android.gappendixp, 도서/참고자료, TECHNO SQUARE Inc., 10000.0, 797.0, 0, 0, 0, 0, 0, 0, 2019년 4월 16일, http://www.technosquare.co.jp/android/index.html, TECHNO+SQUARE+Inc., 
[2019-09-03 00:33:06,850][DEBUG|dayStoreAppParse.py:31] >> Toca Hair Salon Me, com.tocaboca.hairsalonme, 교육, Toca Boca, 100000.0, 5287.0, 4.2, 100, 16, 7, 4, 16, 2014년 5월 15일, None, , 8567646723268777320
[2019-09-03 00:33:17,090][DEBUG|dayStoreAppParse.py:27] >> Talon for Twitter, com.klinker.android.twitter_l, 소셜, Klinker Apps, Inc, 100000.0, 17778.0, 4.4, 100, 26, 7, 5, 8, 2019년 8월 14일, http://klinkerapps.com/talon-overview, , 6337185423976596164
[2019-09-03 00:33:27,448][DEBUG|dayStoreAppParse.py:27] >> BubbleUPnP UPnP/DLNA License, com.bubblesoft.android.bubbleupnp.unlocker, 음악/오디오, Bubblesoft, 100000.0, 6992.0, 3.6, 100, 20, 20, 10, 43, 2019년 7월 26일, http://forum.xda-developers.com/showthread.php?t=1118891, Bubblesoft, 
[2019-09-03 00:33:38,105][DEBUG|dayStoreAppParse.py:31] >> Toca Hair Salon 3, com.tocaboca.tocahairsalon3, 교육, Toca Boca, 100000.0, 5055.0, 4.1, 100, 19, 8, 4, 24, 2019년 3월 6일, None, , 8567646723268777320
[2019-09-03 00:33:48,257][DEBUG|dayStoreAppParse.py:27] >> 와이파이 애널라이저 프리미엄, abdelrahman.wifianalyzerpremium, 도구, Abdelrahman M. Sid, 10000.0, 1187.0, 4.8, 100, 13, 0, 0, 1, 2019년 8월 27일, http://abdelrahmanmsid.com/blog/, Abdelrahman+M.+Sid, 
[2019-09-03 00:33:58,319][DEBUG|dayStoreAppParse.py:27] >> 2級ボイラー技士, jp.dstudy.boiler2.ver001, 교육, 2Run, 1000.0, 27.0, 0, 0, 0, 0, 0, 0, 2014년 2월 18일, https://twitter.com/2runstudy, 2Run, 
[2019-09-03 00:34:08,347][DEBUG|dayStoreAppParse.py:27] >> mikan 鉄壁, link.mikan.teppeki, 교육, mikan Co., Ltd., 500.0, 28.0, 0, 0, 0, 0, 0, 0, 2017년 12월 12일, mailto:members@mikan.link, , 5191553041166816059
[2019-09-03 00:34:18,478][DEBUG|dayStoreAppParse.py:27] >> ごちうさアラーム　～ココア編～, jp.co.gamegate.gochiusa.cocoa, 엔터테인먼트, Gamegate INC., 5000.0, 304.0, 4.7, 100, 6, 4, 2, 2, 2019년 1월 31일, http://gamegate.co.jp, Gamegate+INC., 
[2019-09-03 00:34:28,729][DEBUG|dayStoreAppParse.py:27] >> Piggy Factory Pro(License Key), jp.myumyu.piggyfactory.pro, 도구, piggy factory, 1000.0, 65.0, 0, 0, 0, 0, 0, 0, 2019년 7월 22일, http://www.piggyfactory.jp/browser/, piggy+factory, 
[2019-09-03 00:34:38,804][DEBUG|dayStoreAppParse.py:27] >> 簡単ホーム Simple Home, com.saboten_ni_mizu.simplehome, 맞춤 설정, サボテンに水, 1000.0, 42.0, 0, 0, 0, 0, 0, 0, 2019년 7월 26일, http://saboten-ni-mizu.com/appli/, , 7986758769618664851
[2019-09-03 00:34:48,786][DEBUG|dayStoreAppParse.py:27] >> NaviGateway, jp.benzodev.naviconn, 커뮤니케이션, benzodev, 10000.0, 1075.0, 0, 0, 0, 0, 0, 0, 2017년 3월 4일, mailto:benzodev@gmail.com, benzodev, 
[2019-09-03 00:34:59,148][DEBUG|dayStoreAppParse.py:27] >> 스퀘어홈 키 - 런처, com.ss.squarehome.key, 맞춤 설정, ChYK the dev., 50000.0, 8636.0, 4.8, 100, 10, 1, 0, 0, 2019년 8월 31일, http://squarehome2.blogspot.com/, ChYK+the+dev., 
[2019-09-03 00:35:09,413][DEBUG|dayStoreAppParse.py:27] >> SimpleMind Pro - Intuitive Mind Mapping, com.modelmakertools.simplemindpro, 생산성, ModelMaker Tools, 100000.0, 16727.0, 4.7, 100, 17, 3, 0, 1, 2019년 9월 2일, https://simplemind.eu, ModelMaker+Tools, 
