[2019-09-24 00:50:07,496][DEBUG|dayStoreAppParse.py:66] >>  Hello Parser! 
[2019-09-24 00:50:18,799][DEBUG|dayStoreAppParse.py:27] >> Kakao TV Live - 카카오 TV 라이브, com.kakao.playball, 엔터테인먼트, Kakao Corporation, 1000000.0, 13443.0, 4.0, 100, 20, 13, 5, 27, 2019년 9월 20일, http://www.kakaocorp.com, Kakao+Corporation, 
[2019-09-24 00:50:29,191][DEBUG|dayStoreAppParse.py:27] >> 쿠팡 (Coupang), com.coupang.mobile, 쇼핑, 쿠팡, 10000000.0, 525538.0, 4.6, 100, 19, 4, 1, 3, 2019년 9월 23일, http://www.coupang.com, %EC%BF%A0%ED%8C%A1, 
[2019-09-24 00:50:39,465][DEBUG|dayStoreAppParse.py:27] >> Netflix(넷플릭스), com.netflix.mediaclient, 엔터테인먼트, Netflix, Inc., 500000000.0, 7004174.0, 4.5, 100, 13, 4, 2, 8, 2019년 9월 19일, http://www.netflix.com, Netflix,+Inc., 
[2019-09-24 00:50:49,747][DEBUG|dayStoreAppParse.py:27] >> Facebook, com.facebook.katana, 소셜, Facebook, 1000000000.0, 88781271.0, 4.2, 100, 15, 9, 5, 16, 2019년 9월 18일, https://www.facebook.com/facebook, Facebook, 
[2019-09-24 00:51:00,008][DEBUG|dayStoreAppParse.py:27] >> T map (티맵,T맵,내비게이션), com.skt.tmap.ku, 지도/내비게이션, SK telecom Inc., 10000000.0, 28758.0, 4.1, 100, 27, 13, 7, 19, 2019년 7월 16일, http://www.tmap.co.kr/, SK+telecom+Inc., 
[2019-09-24 00:51:10,403][DEBUG|dayStoreAppParse.py:27] >> 티빙(TVING) - 실시간TV, 방송VOD, 영화VOD, net.cj.cjhv.gs.tving, 동영상 플레이어/편집기, 씨제이이엔엠(CJ ENM), 5000000.0, 23424.0, 3.3, 100, 35, 34, 18, 75, 2019년 9월 9일, http://www.tving.com, %EC%94%A8%EC%A0%9C%EC%9D%B4%EC%9D%B4%EC%97%94%EC%97%A0%28CJ+ENM%29, 
[2019-09-24 00:51:20,729][DEBUG|dayStoreAppParse.py:27] >> Ulike유라이크 - 스타일, 고급 필터, 뷰티 카메라, com.gorgeous.liteinternational, 사진, Lemon, Inc., 10000000.0, 244627.0, 4.5, 100, 19, 7, 2, 4, 2019년 9월 22일, mailto:beauty_me_2018@163.com, Lemon,+Inc., 
[2019-09-24 00:51:31,070][DEBUG|dayStoreAppParse.py:27] >> 알약M - 국내 1위 무료 바이러스 백신, 파일 청소, 기기 최적화, com.estsoft.alyac, 도구, ESTsoft Corp., 10000000.0, 151443.0, 4.7, 100, 17, 4, 1, 2, 2019년 9월 17일, https://www.estsecurity.com/product/alyac_android, , 5105018118798378984
[2019-09-24 00:51:41,310][DEBUG|dayStoreAppParse.py:27] >> SODA 소다 - Natural Beauty Camera, com.snowcorp.soda.android, 사진, SNOW, Inc., 10000000.0, 39369.0, 4.5, 100, 19, 8, 2, 6, 2019년 9월 6일, http://snow.me, SNOW,+Inc., 
[2019-09-24 00:51:51,385][DEBUG|dayStoreAppParse.py:27] >> 직방 - 2,000만명이 선택한 No.1 부동산 앱(아파트,아파트분양,원룸,오피스텔,빌라), com.chbreeze.jikbang4a, 부동산/홈 인테리어, ZIGBANG, 10000000.0, 67495.0, 3.8, 100, 35, 22, 8, 36, 2019년 9월 16일, http://company.zigbang.com, ZIGBANG, 
