[2019-09-22 00:50:06,739][DEBUG|dayStoreAppParse.py:66] >>  Hello Parser! 
[2019-09-22 00:50:18,272][DEBUG|dayStoreAppParse.py:27] >> 러브톡 - 가까운 동네 친구만들기 영상채팅 화상채팅앱 만남 채팅 랜덤채팅 무료채팅, com.mmm.lovetalk, 데이트, Louis H, 10000.0, 75.0, 4.1, 100, 7, 3, 7, 22, 2019년 9월 19일, http://loveintalk.com, Louis+H, 
[2019-09-22 00:50:28,490][DEBUG|dayStoreAppParse.py:27] >> Willsee, com.yumore.q.willsee, 라이프스타일, Ai Technology, 10000.0, 60.0, 3.1, 100, 14, 3, 3, 92, 2019년 9월 20일, mailto:tsts.nrp@gmail.com, Ai+Technology, 
[2019-09-22 00:50:39,034][DEBUG|dayStoreAppParse.py:27] >> TwitCasting Viewer - 트윗캐스팅 뷰어, com.sidefeed.TCViewer, 엔터테인먼트, Moi Corporation, 5000000.0, 32702.0, 3.5, 100, 33, 33, 22, 48, 2019년 9월 10일, http://moi.st, Moi+Corporation, 
[2019-09-22 00:50:49,478][DEBUG|dayStoreAppParse.py:27] >> 2020 정통사주 – 명리학 사주, 운세 완결판 (대운,사주팔자,사주풀이,무료운세, com.ipapas.sajulite, 라이프스타일, IPAPAS, 500000.0, 4282.0, 4.7, 100, 3, 2, 2, 6, 2019년 9월 3일, http://blog.naver.com/ipapas/220874385451, , 7811827289607349895
[2019-09-22 00:50:59,730][DEBUG|dayStoreAppParse.py:27] >> MLiveU : Hot Live Show, com.mlive.mliveapp, 소셜, WinNine Pacific Pty Ltd, 1000000.0, 39397.0, 4.2, 100, 19, 12, 6, 12, 2019년 9월 18일, mailto:support@winnine.com.au, WinNine+Pacific+Pty+Ltd, 
[2019-09-22 00:51:10,107][DEBUG|dayStoreAppParse.py:27] >> Microsoft PowerPoint: 슬라이드 쇼 및 프레젠테이션, com.microsoft.office.powerpoint, 생산성, Microsoft Corporation, 500000000.0, 1150759.0, 4.4, 100, 21, 8, 3, 8, 2019년 9월 17일, https://products.office.com, , 6720847872553662727
[2019-09-22 00:51:30,835][DEBUG|dayStoreAppParse.py:27] >> Magisto - 동영상편집어플 및 뮤직 슬라이드 쇼 제작, com.magisto, 동영상 플레이어/편집기, Magisto by Vimeo, 50000000.0, 1033097.0, 3.8, 100, 17, 6, 4, 41, 2019년 8월 29일, http://www.magisto.com, Magisto+by+Vimeo, 
[2019-09-22 00:51:41,165][DEBUG|dayStoreAppParse.py:27] >> Minecraft, com.mojang.minecraftpe, 아케이드, Mojang, 10000000.0, 2876001.0, 4.4, 100, 10, 5, 2, 10, 2019년 9월 2일, http://help.mojang.com, Mojang, 
[2019-09-22 00:51:51,341][DEBUG|dayStoreAppParse.py:31] >> A Dance Of Fire and Ice, com.fizzd.connectedworlds, 음악, 7th Beat Games, 50000.0, 1737.0, 4.4, 100, 14, 7, 2, 10, 2019년 9월 18일, None, 7th+Beat+Games, 
[2019-09-22 00:52:01,674][DEBUG|dayStoreAppParse.py:27] >> This War of Mine, com.elevenbitstudios.twommobile, 시뮬레이션, 11 bit studios, 100000.0, 21384.0, 4.5, 100, 12, 4, 2, 7, 2019년 7월 2일, http://www.11bitstudios.com, , 7328836074120817235
[2019-09-22 00:52:12,040][DEBUG|dayStoreAppParse.py:27] >> Stardew Valley, com.chucklefish.stardewvalley, 롤플레잉, Chucklefish Limited, 100000.0, 22916.0, 4.7, 100, 10, 4, 2, 2, 2019년 8월 23일, https://www.stardewvalley.net, , 7107975034578576294
[2019-09-22 00:52:22,401][DEBUG|dayStoreAppParse.py:27] >> 삼국지:한말패업, com.longyoug.hmby, 전략, ChengDu LongYou Tech, 10000.0, 1778.0, 3.9, 100, 26, 17, 5, 30, 2019년 8월 4일, https://steamcommunity.com/app/577230/discussions/, ChengDu+LongYou+Tech, 
[2019-09-22 00:52:32,642][DEBUG|dayStoreAppParse.py:27] >> Geometry Dash, com.robtopx.geometryjump, 아케이드, RobTop Games, 1000000.0, 682427.0, 4.6, 100, 10, 3, 1, 5, 2017년 11월 15일, http://www.robtopgames.com, RobTop+Games, 
[2019-09-22 00:52:42,985][DEBUG|dayStoreAppParse.py:27] >> Human: Fall Flat, com.and.games505.humanfallflat, 퍼즐, 505 Games Srl, 50000.0, 3927.0, 4.1, 100, 15, 9, 5, 23, 2019년 8월 30일, http://www.505games.com, 505+Games+Srl, 
[2019-09-22 00:52:53,160][DEBUG|dayStoreAppParse.py:27] >> 백화점 스토리2, net.kairosoft.android.depart2, 시뮬레이션, Kairosoft Co.,Ltd, 5000.0, 517.0, 4.5, 100, 32, 5, 4, 4, 2019년 9월 12일, http://kairopark.jp/android/?from=m138, Kairosoft+Co.,Ltd, 
[2019-09-22 00:53:03,496][DEBUG|dayStoreAppParse.py:27] >> 원펀치 - LIMITED EDITION, com.springgames.onepunch.spring.paid, 아케이드, SPRING GAMES, 1000.0, 287.0, 4.7, 100, 17, 4, 0, 0, 2019년 9월 11일, https://cafe.naver.com/onepunchspring, , 4802470587402701357
[2019-09-22 00:53:13,743][DEBUG|dayStoreAppParse.py:31] >> 미니 메트로, nz.co.codepoint.minimetro, 시뮬레이션, Dinosaur Polo Club, 500000.0, 23016.0, 4.7, 100, 16, 3, 1, 2, 2019년 7월 4일, None, Dinosaur+Polo+Club, 
[2019-09-22 00:53:24,220][DEBUG|dayStoreAppParse.py:27] >> Terraria, com.and.games505.TerrariaPaid, 어드벤처, 505 Games Srl, 1000000.0, 255446.0, 4.4, 100, 15, 9, 4, 8, 2019년 9월 19일, http://www.505games.com, 505+Games+Srl, 
