[2019-09-14 00:50:07,054][DEBUG|dayStoreAppParse.py:66] >>  Hello Parser! 
[2019-09-14 00:50:18,945][DEBUG|dayStoreAppParse.py:27] >> 미래의 여친님이 나에게 인사를 건네왔다, air.raeyoung.future, 캐주얼 게임, tales#, 10000.0, 2502.0, 4.8, 100, 5, 0, 0, 3, 2019년 2월 25일, http://www.talesshop.com, , 5888094142938776857
[2019-09-14 00:50:29,306][DEBUG|dayStoreAppParse.py:27] >> 모던 컴뱃 4: 제로 아워, com.gameloft.android.ANMP.GloftM4HM, 액션, Gameloft SE, 1000000.0, 234365.0, 4.2, 100, 14, 5, 3, 18, 2018년 9월 17일, http://www.gameloft.com/, , 4826827787946964969
[2019-09-14 00:50:40,112][DEBUG|dayStoreAppParse.py:27] >> 미스틱 가디언 VIP - 엔딩이 있는 레트로 액션 RPG, com.buffstudio.mysticguardian.paid, 롤플레잉, Buff Studio Co.,Ltd., 1000000.0, 17599.0, 4.1, 100, 27, 14, 7, 19, 2019년 8월 27일, http://www.buffstudio.com, , 6321876234276229665
[2019-09-14 00:50:50,481][DEBUG|dayStoreAppParse.py:27] >> 마이 차일드 "레벤스보른", com.Sarepta.MyChildLebensborn, 시뮬레이션, Sarepta Studio, 10000.0, 2009.0, 4.6, 100, 10, 5, 2, 6, 2019년 3월 15일, http://www.mychildlebensborn.com, Sarepta+Studio, 
[2019-09-14 00:51:00,919][DEBUG|dayStoreAppParse.py:27] >> Fruit Ninja Classic, com.halfbrick.fruitninja, 아케이드, Halfbrick Studios, 1000000.0, 86145.0, 4.1, 100, 17, 9, 4, 21, 2019년 8월 26일, http://www.fruitninja.com, , 6762212273028554913
[2019-09-14 00:51:11,288][DEBUG|dayStoreAppParse.py:27] >> Empire Warriors TD Premium: 프리미엄 타워 디펜스 게임 RPG, com.zitga.empire.warriors.td.tower.defense, 전략, ZITGA PTE. LTD., 1000000.0, 64659.0, 4.5, 100, 19, 5, 2, 5, 2019년 9월 13일, mailto:zitgastudios@gmail.com, , 7674514660084826148
[2019-09-14 00:51:21,749][DEBUG|dayStoreAppParse.py:27] >> Machinarium (머시나리움), air.net.machinarium.Machinarium.GP, 어드벤처, Amanita Design, 500000.0, 55426.0, 4.6, 100, 7, 3, 1, 5, 2019년 2월 28일, http://amanita-design.net/, , 7745268094426388671
[2019-09-14 00:51:32,087][DEBUG|dayStoreAppParse.py:27] >> Stickman Legends: 섀도우 워 오프라인 전투 게임 - 스틱맨 레전드, com.zitga.ninja.stickman.legends.shadow.wars, 액션, ZITGA PTE. LTD., 5000000.0, 186688.0, 4.5, 100, 19, 7, 2, 7, 2019년 9월 11일, mailto:zitgastudios@gmail.com, , 7674514660084826148
[2019-09-14 00:51:42,373][DEBUG|dayStoreAppParse.py:27] >> FINAL FANTASY TACTICS : WotL, com.square_enix.android_googleplay.FFT_en2, 시뮬레이션, SQUARE ENIX Co.,Ltd., 100000.0, 13946.0, 4.1, 100, 14, 9, 6, 18, 2019년 2월 21일, http://www.jp.square-enix.com/, , 8026010256970589886
[2019-09-14 00:51:52,959][DEBUG|dayStoreAppParse.py:27] >> 911 Operator, com.jutsugames.operator911, 시뮬레이션, Games Operators S.A., 50000.0, 5533.0, 4.3, 100, 19, 7, 2, 14, 2019년 7월 29일, http://www.jutsugames.com/911, Games+Operators+S.A., 
[2019-09-14 00:52:03,349][DEBUG|dayStoreAppParse.py:27] >> Five Nights at Freddy's 2, com.scottgames.fnaf2, 전략, Clickteam USA LLC, 500000.0, 76564.0, 4.7, 100, 9, 3, 1, 4, 2014년 11월 15일, http://www.scottgames.com, , 8278886069431493261
[2019-09-14 00:52:13,689][DEBUG|dayStoreAppParse.py:27] >> Infinite Flight - 비행 시뮬레이터, com.fds.infiniteflight, 시뮬레이션, Infinite Flight LLC, 500000.0, 61012.0, 3.9, 100, 27, 15, 9, 26, 2019년 8월 11일, https://infiniteflight.com, Infinite+Flight+LLC, 
[2019-09-14 00:52:24,319][DEBUG|dayStoreAppParse.py:27] >> 후엠아이: 도로시 이야기, com.Onaemo.WhoAmI, 시뮬레이션, Onaemo Studio, 10000.0, 843.0, 4.7, 100, 5, 5, 1, 2, 2019년 7월 11일, https://www.onaemostudio.com/, Onaemo+Studio, 
[2019-09-14 00:52:34,666][DEBUG|dayStoreAppParse.py:27] >> 죽어버린 별의 넋두리, air.dog.star, 시뮬레이션, tales#, 10000.0, 2505.0, 4.8, 100, 3, 3, 0, 3, 2019년 2월 25일, http://www.talesshop.com, , 5888094142938776857
[2019-09-14 00:52:44,982][DEBUG|dayStoreAppParse.py:27] >> Construction Simulator 2014, com.astragon.cs2014, 시뮬레이션, astragon Entertainment GmbH, 1000000.0, 104715.0, 4.4, 100, 16, 6, 2, 9, 2015년 4월 2일, http://www.construction-simulator.com/, , 6880843692150926521
[2019-09-14 00:52:55,321][DEBUG|dayStoreAppParse.py:27] >> Need for Speed™ Most Wanted, com.ea.games.nfs13_row, 자동차 경주, ELECTRONIC ARTS, 1000000.0, 210100.0, 4.1, 100, 19, 9, 5, 22, 2018년 12월 20일, http://www.firemonkeys.com.au/support%20, , 6605125519975771237
[2019-09-14 00:53:05,449][DEBUG|dayStoreAppParse.py:27] >> 용사민박, kr.astrowhale.inn, 시뮬레이션, AstroWhale, 1000.0, 392.0, 4.3, 100, 14, 14, 7, 8, 2019년 1월 15일, https://www.youtube.com/channel/UCLhShKdAEkXeFdXmRlrdFkQ, AstroWhale, 
[2019-09-14 00:53:15,866][DEBUG|dayStoreAppParse.py:27] >> 마녀의 샘2, com.kiwiwalks.witchspringluna, 롤플레잉, Kiwiwalks Co.,Ltd., 50000.0, 6946.0, 2.8, 80, 3, 3, 1, 100, 2016년 12월 20일, http://www.kiwiwalks.com, Kiwiwalks+Co.,Ltd., 
[2019-09-14 00:53:26,266][DEBUG|dayStoreAppParse.py:27] >> Sonic 4™ Episode I, com.sega.sonic4epi, 아케이드, SEGA, 100000.0, 8390.0, 4.1, 100, 18, 16, 8, 18, 2016년 4월 4일, https://help.sega.net/, , 7891990035506213180
[2019-09-14 00:53:36,567][DEBUG|dayStoreAppParse.py:31] >> True Skate, com.trueaxis.trueskate, 스포츠, True Axis, 5000000.0, 147815.0, 4.1, 100, 23, 13, 6, 17, 2019년 9월 3일, None, True+Axis, 
[2019-09-14 00:53:46,884][DEBUG|dayStoreAppParse.py:27] >> 마녀의 샘, com.kiwiwalks.witchspring, 롤플레잉, Kiwiwalks Co.,Ltd., 100000.0, 7582.0, 3.1, 100, 7, 5, 3, 88, 2018년 6월 21일, http://www.kiwiwalks.com, Kiwiwalks+Co.,Ltd., 
[2019-09-14 00:53:57,500][DEBUG|dayStoreAppParse.py:27] >> 문명의 시대 - 아시아, age.of.civilizations.asia.jakowski, 전략, Łukasz Jakowski, 10000.0, 1926.0, 4.1, 100, 22, 8, 4, 22, 2018년 5월 31일, https://www.facebook.com/AgeofCivilizationsJakowski/, , 4635849298843013993
[2019-09-14 00:54:08,057][DEBUG|dayStoreAppParse.py:27] >> Dark Echo, com.rac7.DarkEcho, 퍼즐, RAC7, 100000.0, 13252.0, 4.6, 100, 13, 5, 1, 5, 2016년 3월 21일, http://www.rac7.com, RAC7, 
[2019-09-14 00:54:18,565][DEBUG|dayStoreAppParse.py:27] >> 나와 그녀와 그녀와 그녀의 건전하지 못한 관계, com.devblackroom.noir.ggg, 시뮬레이션, BlackRoom Co., Ltd., 10000.0, 690.0, 4.6, 100, 11, 4, 1, 6, 2017년 10월 18일, http://devblackroom.com, , 6408911814314053175
[2019-09-14 00:54:28,945][DEBUG|dayStoreAppParse.py:27] >> [VIP] 미사일 RPG: 미사일 키우기, com.dd.mk.vip, 롤플레잉, Dude Soft, 100000.0, 12320.0, 4.5, 100, 14, 6, 4, 7, 2019년 3월 28일, mailto:dd.soft.1024@gmail.com, , 8262395985943172025
